driver_age,gender,annual_mileage,territory,prior_claims_3yrs,current_claim_count,age_group,total_claims_3yrs,mileage_category
32,M,19122,rural,0,0,26-40,0,medium
42,M,19447,suburban,0,0,41-60,0,medium
30,F,15564,suburban,0,0,26-40,0,medium
90,F,18252,suburban,1,0,60+,1,medium
73,M,15806,urban,0,0,60+,0,medium
67,M,20117,suburban,2,0,60+,2,high
23,F,17743,suburban,0,0,16-25,0,medium
69,F,10612,urban,0,0,60+,0,medium
21,M,27258,suburban,1,0,16-25,1,high
63,M,10304,suburban,0,0,60+,0,medium
73,F,4289,suburban,0,0,60+,0,low
22,F,15710,urban,0,1,16-25,1,medium
20,M,20503,urban,0,1,16-25,1,high
30,F,25478,rural,1,0,26-40,1,high
23,M,20857,suburban,1,0,16-25,1,high
43,M,16803,urban,0,0,41-60,0,medium
26,F,13774,urban,0,0,26-40,0,medium
21,M,8621,urban,0,0,16-25,0,low
68,M,12206,suburban,1,0,60+,1,medium
94,M,22378,suburban,0,0,60+,0,high
74,M,22217,suburban,0,0,60+,0,high
39,M,14043,urban,0,1,26-40,1,medium
57,F,20072,urban,0,0,41-60,0,high
70,M,16983,urban,0,0,60+,0,medium
18,M,20235,rural,0,0,16-25,0,high
27,M,21095,urban,0,0,26-40,0,high
72,F,17806,urban,0,0,60+,0,medium
56,M,19808,suburban,0,0,41-60,0,medium
93,M,14649,urban,0,0,60+,0,medium
52,F,13096,urban,0,0,41-60,0,medium
42,F,19632,suburban,0,0,41-60,0,medium
32,F,17435,urban,0,0,26-40,0,medium
74,M,13938,urban,0,0,60+,0,medium
53,F,9275,urban,2,0,41-60,2,low
35,F,9553,urban,0,0,26-40,0,low
62,F,25309,suburban,0,0,60+,0,high
24,F,24436,suburban,0,2,16-25,2,high
53,M,12006,suburban,0,0,41-60,0,medium
82,F,25730,rural,2,1,60+,3,high
94,F,16541,suburban,0,0,60+,0,medium
28,F,17228,suburban,0,0,26-40,0,medium
33,F,16013,urban,0,1,26-40,1,medium
74,F,18221,suburban,0,0,60+,0,medium
66,F,14291,urban,0,0,60+,0,medium
22,F,13958,urban,0,0,16-25,0,medium
16,M,19507,suburban,0,0,16-25,0,medium
75,M,7536,urban,0,0,60+,0,low
17,F,16075,rural,0,0,16-25,0,medium
49,F,15914,urban,1,0,41-60,1,medium
61,F,23056,rural,0,0,60+,0,high
17,M,10898,urban,0,0,16-25,0,medium
46,F,18534,rural,1,0,41-60,1,medium
35,M,15256,suburban,1,1,26-40,2,medium
18,F,19120,urban,0,0,16-25,0,medium
32,M,20769,urban,0,0,26-40,0,high
22,M,28655,suburban,0,0,16-25,0,high
58,F,16606,urban,0,0,41-60,0,medium
66,M,18690,suburban,0,0,60+,0,medium
19,F,15758,urban,0,0,16-25,0,medium
30,F,17193,suburban,0,0,26-40,0,medium
75,M,19927,suburban,1,0,60+,1,medium
50,F,10920,suburban,1,0,41-60,1,medium
29,F,14015,suburban,0,0,26-40,0,medium
32,M,16739,rural,0,0,26-40,0,medium
38,M,12672,suburban,0,0,26-40,0,medium
78,F,21527,urban,0,0,60+,0,high
76,M,17782,urban,0,0,60+,0,medium
50,F,15531,urban,0,0,41-60,0,medium
64,F,12685,urban,0,0,60+,0,medium
73,M,27321,suburban,1,1,60+,2,high
23,F,25206,rural,0,0,16-25,0,high
62,F,15464,urban,0,0,60+,0,medium
77,F,19221,urban,0,1,60+,1,medium
18,M,12883,suburban,1,0,16-25,1,medium
35,F,14762,suburban,0,0,26-40,0,medium
70,F,11398,urban,0,0,60+,0,medium
34,M,6573,urban,0,0,26-40,0,low
21,M,19463,urban,0,0,16-25,0,medium
50,F,21299,urban,1,0,41-60,1,high
83,F,18688,urban,1,1,60+,2,medium
76,M,4148,urban,1,0,60+,1,low
68,F,23736,suburban,0,1,60+,1,high
84,F,21710,urban,1,0,60+,1,high
47,F,10848,urban,0,0,41-60,0,medium
37,M,13719,urban,0,0,26-40,0,medium
54,F,18690,urban,0,0,41-60,0,medium
61,F,16090,urban,0,0,60+,0,medium
69,F,19044,suburban,1,1,60+,2,medium
78,M,20299,suburban,1,0,60+,1,high
46,F,22322,suburban,0,0,41-60,0,high
72,F,27139,suburban,0,0,60+,0,high
33,M,12182,suburban,1,1,26-40,2,medium
45,M,21063,suburban,0,0,41-60,0,high
74,M,15430,suburban,1,0,60+,1,medium
95,F,8620,urban,0,0,60+,0,low
55,F,22558,rural,0,0,41-60,0,high
29,M,19534,suburban,0,0,26-40,0,medium
96,F,12375,suburban,1,0,60+,1,medium
55,M,17751,suburban,0,0,41-60,0,medium
58,F,19992,suburban,1,0,41-60,1,medium
19,M,15091,urban,0,0,16-25,0,medium
24,F,24455,suburban,0,0,16-25,0,high
65,F,13868,urban,1,0,60+,1,medium
16,F,20806,urban,0,0,16-25,0,high
66,F,12455,urban,0,1,60+,1,medium
75,M,22613,rural,0,0,60+,0,high
61,M,20453,urban,0,0,60+,0,high
22,M,14209,urban,0,0,16-25,0,medium
54,F,19209,suburban,0,0,41-60,0,medium
64,M,15127,suburban,0,0,60+,0,medium
40,F,16099,urban,0,0,26-40,0,medium
31,M,22296,suburban,0,0,26-40,0,high
95,M,33255,rural,1,0,60+,1,very_high
77,M,16098,suburban,1,0,60+,1,medium
44,F,21409,rural,0,0,41-60,0,high
72,F,16559,suburban,0,0,60+,0,medium
41,M,19040,urban,0,0,41-60,0,medium
41,M,16526,suburban,0,0,41-60,0,medium
20,M,12854,urban,1,0,16-25,1,medium
75,F,14182,urban,1,0,60+,1,medium
77,F,23886,suburban,0,1,60+,1,high
50,M,13129,urban,0,0,41-60,0,medium
69,M,18364,urban,0,0,60+,0,medium
25,M,5021,urban,2,0,16-25,2,low
62,F,16442,urban,3,0,60+,3,medium
19,M,15764,suburban,1,0,16-25,1,medium
59,M,24526,suburban,0,0,41-60,0,high
50,M,16597,suburban,1,0,41-60,1,medium
72,M,12773,urban,1,0,60+,1,medium
56,M,17818,rural,0,0,41-60,0,medium
42,M,17240,urban,0,0,41-60,0,medium
46,F,7949,urban,0,0,41-60,0,low
34,M,12878,urban,0,0,26-40,0,medium
45,F,14262,urban,1,0,41-60,1,medium
44,M,11574,urban,1,0,41-60,1,medium
69,F,13829,urban,1,0,60+,1,medium
77,F,8866,urban,0,0,60+,0,low
66,M,19114,suburban,0,0,60+,0,medium
21,F,18534,urban,0,0,16-25,0,medium
36,F,5897,urban,1,0,26-40,1,low
56,M,21468,rural,0,0,41-60,0,high
57,M,21454,rural,0,0,41-60,0,high
34,M,29284,rural,0,0,26-40,0,high
75,F,22354,suburban,0,0,60+,0,high
58,M,22791,urban,1,0,41-60,1,high
39,M,18937,urban,0,0,26-40,0,medium
65,M,19572,urban,0,0,60+,0,medium
54,M,21315,urban,0,0,41-60,0,high
38,F,17912,suburban,0,0,26-40,0,medium
31,F,16884,suburban,1,0,26-40,1,medium
77,F,19639,suburban,0,0,60+,0,medium
51,F,17845,suburban,0,0,41-60,0,medium
76,F,14629,urban,0,0,60+,0,medium
73,M,12506,urban,0,0,60+,0,medium
49,M,17328,urban,2,0,41-60,2,medium
87,F,8048,suburban,1,0,60+,1,low
20,M,12963,urban,0,0,16-25,0,medium
96,F,9436,urban,0,1,60+,1,low
52,M,26794,suburban,1,0,41-60,1,high
53,M,12058,suburban,0,1,41-60,1,medium
18,F,21636,suburban,1,0,16-25,1,high
72,M,7846,urban,1,0,60+,1,low
20,M,16786,suburban,1,0,16-25,1,medium
35,M,17394,suburban,0,0,26-40,0,medium
21,F,12925,suburban,0,0,16-25,0,medium
48,M,11922,suburban,0,0,41-60,0,medium
48,M,15572,urban,1,0,41-60,1,medium
26,M,13442,urban,0,0,26-40,0,medium
53,M,20905,suburban,0,0,41-60,0,high
40,F,18964,suburban,0,0,26-40,0,medium
41,M,15957,suburban,1,0,41-60,1,medium
61,M,14783,urban,0,0,60+,0,medium
57,F,25967,rural,1,0,41-60,1,high
32,M,11163,urban,1,0,26-40,1,medium
89,M,15028,urban,0,0,60+,0,medium
20,F,21198,suburban,1,0,16-25,1,high
45,F,23463,rural,1,0,41-60,1,high
76,F,14721,urban,1,0,60+,1,medium
58,F,22394,suburban,0,0,41-60,0,high
47,M,19688,suburban,0,0,41-60,0,medium
35,M,14989,suburban,0,0,26-40,0,medium
61,M,10292,urban,0,0,60+,0,medium
66,F,9246,urban,0,1,60+,1,low
91,M,12740,urban,2,1,60+,3,medium
34,F,17791,suburban,0,1,26-40,1,medium
68,F,6630,rural,0,0,60+,0,low
42,F,11674,urban,0,0,41-60,0,medium
72,M,20309,urban,0,0,60+,0,high
76,F,19778,suburban,0,0,60+,0,medium
41,M,26961,rural,2,0,41-60,2,high
72,M,16026,urban,0,0,60+,0,medium
52,F,18853,urban,0,0,41-60,0,medium
53,M,18253,urban,0,0,41-60,0,medium
53,M,17773,urban,1,0,41-60,1,medium
23,F,20067,urban,3,0,16-25,3,high
42,F,15073,suburban,0,0,41-60,0,medium
68,F,29514,rural,1,0,60+,1,high
94,M,22055,suburban,1,0,60+,1,high
18,M,24504,rural,2,0,16-25,2,high
79,M,18688,rural,0,0,60+,0,medium
43,M,14176,urban,1,0,41-60,1,medium
53,F,21120,urban,1,0,41-60,1,high
49,F,22473,suburban,0,0,41-60,0,high
59,M,13742,urban,0,1,41-60,1,medium
75,F,19477,suburban,0,0,60+,0,medium
60,F,10247,urban,0,0,41-60,0,medium
52,M,16921,urban,0,0,41-60,0,medium
39,F,18893,urban,0,1,26-40,1,medium
29,F,18378,rural,0,0,26-40,0,medium
37,F,19519,urban,0,0,26-40,0,medium
49,F,12616,suburban,1,0,41-60,1,medium
53,M,18189,urban,0,0,41-60,0,medium
73,M,18380,urban,0,0,60+,0,medium
100,F,20519,rural,0,0,60+,0,high
59,M,24131,rural,1,0,41-60,1,high
23,M,19514,rural,1,0,16-25,1,medium
32,F,20640,rural,0,0,26-40,0,high
81,M,19042,suburban,0,0,60+,0,medium
73,M,9148,urban,1,0,60+,1,low
53,F,17508,suburban,2,0,41-60,2,medium
56,F,14251,urban,0,0,41-60,0,medium
37,M,19701,urban,0,0,26-40,0,medium
40,M,20791,suburban,0,0,26-40,0,high
52,F,13173,urban,0,0,41-60,0,medium
63,M,14803,urban,0,0,60+,0,medium
57,F,22591,suburban,0,0,41-60,0,high
62,M,11891,urban,0,0,60+,0,medium
56,M,10328,urban,0,0,41-60,0,medium
76,F,24246,suburban,0,0,60+,0,high
65,F,17063,rural,0,0,60+,0,medium
37,F,5084,rural,0,0,26-40,0,low
65,F,17227,suburban,0,0,60+,0,medium
66,F,21253,rural,1,0,60+,1,high
53,M,18431,suburban,1,0,41-60,1,medium
63,F,20149,suburban,1,0,60+,1,high
18,F,19591,suburban,0,0,16-25,0,medium
30,F,9835,urban,0,0,26-40,0,low
46,M,22451,suburban,1,0,41-60,1,high
40,M,17048,suburban,0,0,26-40,0,medium
35,M,17931,suburban,0,0,26-40,0,medium
57,M,34054,rural,0,0,41-60,0,very_high
51,F,18527,suburban,1,0,41-60,1,medium
36,F,21714,rural,0,1,26-40,1,high
25,F,17883,rural,0,0,16-25,0,medium
22,F,14812,suburban,0,0,16-25,0,medium
18,M,18608,urban,2,0,16-25,2,medium
83,M,22625,urban,1,0,60+,1,high
75,M,30371,rural,2,0,60+,2,very_high
18,M,10348,urban,0,1,16-25,1,medium
54,F,28253,rural,0,0,41-60,0,high
28,M,13702,suburban,0,0,26-40,0,medium
56,M,23030,suburban,0,0,41-60,0,high
16,F,9248,suburban,0,0,16-25,0,low
71,F,22593,suburban,0,0,60+,0,high
68,M,17162,urban,0,0,60+,0,medium
17,F,12453,urban,1,0,16-25,1,medium
83,F,18364,suburban,0,0,60+,0,medium
22,M,17901,suburban,0,0,16-25,0,medium
33,F,7851,suburban,0,0,26-40,0,low
65,F,20686,suburban,0,0,60+,0,high
19,M,18577,urban,0,0,16-25,0,medium
25,M,21724,suburban,1,0,16-25,1,high
65,M,18768,urban,0,0,60+,0,medium
43,M,13750,urban,0,0,41-60,0,medium
43,M,20773,urban,1,0,41-60,1,high
62,F,25374,rural,0,0,60+,0,high
66,F,25741,suburban,0,0,60+,0,high
50,M,14030,urban,0,1,41-60,1,medium
44,F,23477,suburban,1,0,41-60,1,high
72,M,18984,urban,1,0,60+,1,medium
63,M,20994,suburban,0,0,60+,0,high
50,F,16425,urban,1,0,41-60,1,medium
48,M,19704,rural,0,0,41-60,0,medium
86,M,14252,urban,0,0,60+,0,medium
51,M,26434,suburban,0,0,41-60,0,high
53,F,16472,urban,0,0,41-60,0,medium
46,F,16520,urban,1,1,41-60,2,medium
63,F,16234,urban,0,0,60+,0,medium
36,F,17241,rural,0,0,26-40,0,medium
68,F,18584,suburban,0,0,60+,0,medium
60,M,20707,suburban,0,0,41-60,0,high
20,F,18668,suburban,1,0,16-25,1,medium
52,F,8586,urban,0,0,41-60,0,low
53,M,15845,rural,0,0,41-60,0,medium
19,M,16792,urban,1,1,16-25,2,medium
37,F,17543,urban,0,0,26-40,0,medium
67,M,9269,urban,0,0,60+,0,low
23,M,14617,suburban,1,0,16-25,1,medium
26,M,20248,suburban,1,0,26-40,1,high
58,M,20613,suburban,2,0,41-60,2,high
44,M,11192,urban,0,1,41-60,1,medium
68,M,20958,suburban,1,0,60+,1,high
66,F,14893,urban,0,1,60+,1,medium
23,F,9022,urban,1,1,16-25,2,low
21,F,20274,urban,1,0,16-25,1,high
30,F,11276,suburban,0,0,26-40,0,medium
30,F,23073,suburban,1,0,26-40,1,high
25,F,17912,urban,3,0,16-25,3,medium
44,M,20860,suburban,0,0,41-60,0,high
69,F,16659,urban,1,0,60+,1,medium
54,F,19269,rural,1,0,41-60,1,medium
27,F,15423,suburban,0,0,26-40,0,medium
77,F,26580,suburban,0,0,60+,0,high
58,F,22059,suburban,0,0,41-60,0,high
38,F,18725,urban,0,0,26-40,0,medium
83,F,12016,suburban,0,0,60+,0,medium
20,M,26859,suburban,0,0,16-25,0,high
55,M,9215,urban,0,0,41-60,0,low
23,F,25604,urban,2,0,16-25,2,high
60,F,19057,urban,0,1,41-60,1,medium
58,M,18141,urban,0,0,41-60,0,medium
61,M,27709,suburban,0,0,60+,0,high
71,F,12131,urban,0,0,60+,0,medium
39,M,21711,suburban,0,0,26-40,0,high
18,M,13389,urban,1,0,16-25,1,medium
41,F,6767,urban,0,0,41-60,0,low
19,M,16873,urban,4,0,16-25,4,medium
64,F,18828,suburban,1,0,60+,1,medium
37,F,18899,urban,0,0,26-40,0,medium
55,F,7453,suburban,0,0,41-60,0,low
25,F,22974,suburban,0,1,16-25,1,high
43,F,22329,urban,1,0,41-60,1,high
27,M,21856,rural,0,0,26-40,0,high
50,M,18930,urban,0,0,41-60,0,medium
47,M,17937,urban,1,0,41-60,1,medium
48,F,2201,suburban,0,0,41-60,0,low
24,M,20333,suburban,2,0,16-25,2,high
43,F,15117,urban,1,0,41-60,1,medium
68,F,15317,suburban,0,0,60+,0,medium
32,F,20375,rural,0,0,26-40,0,high
43,F,19279,urban,0,0,41-60,0,medium
60,F,22110,rural,0,0,41-60,0,high
98,M,15628,urban,1,0,60+,1,medium
60,F,20532,suburban,0,0,41-60,0,high
62,M,9094,suburban,0,0,60+,0,low
19,M,10702,suburban,1,0,16-25,1,medium
56,F,16577,suburban,0,0,41-60,0,medium
38,M,21874,rural,1,0,26-40,1,high
74,F,21872,rural,0,0,60+,0,high
68,F,17721,urban,0,0,60+,0,medium
21,M,20767,urban,1,0,16-25,1,high
29,M,17226,suburban,1,0,26-40,1,medium
16,F,27289,suburban,0,0,16-25,0,high
74,F,19123,suburban,0,0,60+,0,medium
17,F,18014,suburban,1,0,16-25,1,medium
40,M,10915,urban,0,0,26-40,0,medium
34,M,22198,suburban,0,0,26-40,0,high
36,M,33780,rural,0,0,26-40,0,very_high
26,F,9510,urban,0,0,26-40,0,low
40,M,19912,urban,1,0,26-40,1,medium
30,F,18955,urban,1,0,26-40,1,medium
71,F,12345,urban,0,0,60+,0,medium
53,F,10288,urban,1,0,41-60,1,medium
61,M,23994,urban,0,0,60+,0,high
59,M,9351,urban,1,0,41-60,1,low
16,F,12582,urban,1,0,16-25,1,medium
32,M,19180,suburban,0,0,26-40,0,medium
55,F,13854,urban,1,0,41-60,1,medium
37,F,17451,rural,0,0,26-40,0,medium
33,M,20229,suburban,0,0,26-40,0,high
51,M,21709,suburban,0,0,41-60,0,high
40,M,18023,suburban,0,0,26-40,0,medium
16,F,15775,urban,0,1,16-25,1,medium
53,F,15195,suburban,0,0,41-60,0,medium
24,F,16460,suburban,0,0,16-25,0,medium
75,M,13691,suburban,1,0,60+,1,medium
57,M,20154,rural,0,0,41-60,0,high
57,F,30612,suburban,0,1,41-60,1,very_high
27,M,26625,suburban,0,0,26-40,0,high
64,M,12259,urban,0,0,60+,0,medium
34,M,14174,suburban,0,1,26-40,1,medium
20,M,10628,urban,1,3,16-25,4,medium
16,M,21459,suburban,0,0,16-25,0,high
63,M,12312,urban,1,0,60+,1,medium
59,M,14762,urban,1,0,41-60,1,medium
29,F,16578,rural,0,0,26-40,0,medium
41,F,8480,urban,0,0,41-60,0,low
64,M,25289,suburban,0,0,60+,0,high
68,F,17028,urban,0,0,60+,0,medium
34,M,16763,suburban,0,0,26-40,0,medium
30,M,16532,rural,0,0,26-40,0,medium
25,M,10006,urban,1,0,16-25,1,medium
37,M,20331,suburban,1,0,26-40,1,high
43,M,15771,urban,0,0,41-60,0,medium
23,M,15477,urban,1,0,16-25,1,medium
36,M,16122,suburban,0,0,26-40,0,medium
61,F,16832,suburban,1,0,60+,1,medium
60,M,16622,suburban,0,0,41-60,0,medium
68,F,15125,suburban,1,0,60+,1,medium
53,F,18749,suburban,0,0,41-60,0,medium
61,F,15460,urban,0,1,60+,1,medium
40,F,37413,rural,0,0,26-40,0,very_high
33,M,12782,urban,2,0,26-40,2,medium
48,M,12796,urban,0,0,41-60,0,medium
44,F,10719,urban,0,0,41-60,0,medium
46,M,16803,suburban,0,0,41-60,0,medium
29,M,22426,rural,0,0,26-40,0,high
29,M,18396,urban,0,0,26-40,0,medium
69,F,19327,urban,0,0,60+,0,medium
96,M,26575,rural,1,0,60+,1,high
52,M,13919,urban,0,1,41-60,1,medium
21,M,24227,suburban,1,0,16-25,1,high
45,M,17913,suburban,0,0,41-60,0,medium
68,M,11078,rural,0,0,60+,0,medium
38,M,17657,urban,1,0,26-40,1,medium
69,F,12771,suburban,1,0,60+,1,medium
96,F,18073,urban,1,1,60+,2,medium
70,M,10161,rural,0,0,60+,0,medium
29,F,6668,suburban,0,0,26-40,0,low
63,F,16490,urban,0,0,60+,0,medium
33,M,21768,rural,0,0,26-40,0,high
70,M,15053,urban,1,0,60+,1,medium
20,M,12047,urban,1,0,16-25,1,medium
40,M,16410,suburban,0,0,26-40,0,medium
60,F,15002,urban,1,0,41-60,1,medium
23,M,10997,urban,2,0,16-25,2,medium
37,M,11903,urban,0,0,26-40,0,medium
67,M,19783,urban,0,0,60+,0,medium
38,M,25168,rural,0,0,26-40,0,high
71,M,17914,urban,0,0,60+,0,medium
74,M,23387,suburban,0,0,60+,0,high
26,M,28001,rural,2,0,26-40,2,high
86,F,20344,urban,1,0,60+,1,high
17,F,21502,rural,0,0,16-25,0,high
29,M,13029,urban,0,0,26-40,0,medium
32,M,20557,rural,0,0,26-40,0,high
33,F,18484,suburban,0,0,26-40,0,medium
35,M,15174,rural,0,0,26-40,0,medium
16,F,10768,suburban,0,0,16-25,0,medium
61,M,11889,urban,0,0,60+,0,medium
39,M,21266,suburban,0,0,26-40,0,high
63,M,12450,urban,0,0,60+,0,medium
58,F,25118,rural,0,0,41-60,0,high
29,M,18762,suburban,1,0,26-40,1,medium
35,M,14344,urban,0,0,26-40,0,medium
59,F,14723,urban,0,0,41-60,0,medium
42,F,22068,suburban,0,0,41-60,0,high
74,F,23601,rural,0,0,60+,0,high
28,M,24963,urban,0,0,26-40,0,high
60,F,14499,rural,0,0,41-60,0,medium
41,F,20220,rural,0,0,41-60,0,high
40,M,14256,urban,1,1,26-40,2,medium
86,M,19469,suburban,0,0,60+,0,medium
37,F,24169,urban,0,0,26-40,0,high
40,F,25377,rural,0,0,26-40,0,high
27,F,18738,suburban,0,0,26-40,0,medium
70,M,18104,suburban,2,0,60+,2,medium
54,F,18912,urban,2,1,41-60,3,medium
34,F,23802,rural,0,0,26-40,0,high
19,F,22315,suburban,0,0,16-25,0,high
51,M,10541,urban,0,0,41-60,0,medium
69,M,10239,suburban,1,0,60+,1,medium
19,F,18638,suburban,0,0,16-25,0,medium
46,F,15433,suburban,0,0,41-60,0,medium
29,M,20493,suburban,1,0,26-40,1,high
33,F,12045,urban,0,0,26-40,0,medium
78,F,19693,suburban,0,0,60+,0,medium
48,M,17937,suburban,0,1,41-60,1,medium
85,M,20393,suburban,0,0,60+,0,high
60,F,15731,suburban,0,0,41-60,0,medium
76,F,18013,urban,0,0,60+,0,medium
32,M,19356,rural,0,0,26-40,0,medium
77,M,21426,urban,1,0,60+,1,high
100,F,20594,suburban,0,0,60+,0,high
72,F,17005,suburban,0,1,60+,1,medium
48,F,23557,suburban,0,0,41-60,0,high
21,F,7580,suburban,0,0,16-25,0,low
73,M,16597,urban,0,0,60+,0,medium
54,M,20129,suburban,1,0,41-60,1,high
38,M,24704,rural,1,0,26-40,1,high
44,M,22796,suburban,1,1,41-60,2,high
57,F,21352,urban,0,0,41-60,0,high
21,F,18805,urban,0,0,16-25,0,medium
17,M,24628,urban,1,0,16-25,1,high
58,M,11991,urban,1,0,41-60,1,medium
34,F,20848,suburban,0,0,26-40,0,high
34,M,23438,suburban,1,0,26-40,1,high
59,M,18713,suburban,0,0,41-60,0,medium
62,M,25814,rural,0,0,60+,0,high
25,F,16633,urban,0,0,16-25,0,medium
35,M,12520,urban,0,0,26-40,0,medium
61,F,11688,urban,0,0,60+,0,medium
59,F,8164,suburban,0,0,41-60,0,low
74,M,19584,suburban,0,0,60+,0,medium
51,M,13748,suburban,1,0,41-60,1,medium
42,F,16830,urban,1,0,41-60,1,medium
93,F,25693,rural,0,0,60+,0,high
54,F,15675,urban,1,0,41-60,1,medium
34,M,15260,urban,0,0,26-40,0,medium
50,M,17383,urban,0,0,41-60,0,medium
45,F,15556,rural,1,0,41-60,1,medium
51,F,14035,urban,0,0,41-60,0,medium
73,F,14802,urban,1,1,60+,2,medium
86,F,19133,urban,0,0,60+,0,medium
22,F,16147,suburban,0,0,16-25,0,medium
17,F,17319,suburban,0,1,16-25,1,medium
52,M,19626,urban,0,0,41-60,0,medium
51,M,29296,rural,0,0,41-60,0,high
59,F,19805,urban,0,0,41-60,0,medium
48,F,13316,suburban,0,0,41-60,0,medium
18,F,15948,urban,1,0,16-25,1,medium
28,F,13982,rural,0,0,26-40,0,medium
64,F,18981,urban,1,0,60+,1,medium
67,F,21968,suburban,1,0,60+,1,high
30,M,20522,suburban,0,1,26-40,1,high
76,F,16913,urban,0,0,60+,0,medium
94,F,9396,suburban,0,0,60+,0,low
37,M,20985,rural,0,0,26-40,0,high
71,F,14977,suburban,0,0,60+,0,medium
24,F,26610,suburban,2,0,16-25,2,high
26,F,9720,urban,0,0,26-40,0,low
52,F,22779,rural,0,0,41-60,0,high
49,M,22735,suburban,0,0,41-60,0,high
48,F,17148,urban,0,0,41-60,0,medium
44,M,17956,urban,0,0,41-60,0,medium
52,M,14141,urban,1,0,41-60,1,medium
62,M,24640,rural,0,1,60+,1,high
24,M,30393,suburban,0,0,16-25,0,very_high
52,M,21193,suburban,1,0,41-60,1,high
25,M,14295,suburban,1,0,16-25,1,medium
87,F,22601,suburban,0,0,60+,0,high
45,M,16688,urban,1,0,41-60,1,medium
23,M,19540,suburban,2,0,16-25,2,medium
23,M,8752,urban,1,0,16-25,1,low
30,F,13557,urban,0,0,26-40,0,medium
26,F,17024,urban,0,0,26-40,0,medium
18,F,11817,suburban,0,0,16-25,0,medium
43,F,19030,suburban,0,0,41-60,0,medium
18,F,12756,urban,0,0,16-25,0,medium
72,M,9819,urban,0,0,60+,0,low
63,M,13609,urban,0,0,60+,0,medium
65,F,13270,urban,0,0,60+,0,medium
61,F,7433,suburban,0,0,60+,0,low
30,M,8429,rural,0,0,26-40,0,low
66,F,13033,suburban,0,0,60+,0,medium
70,F,30352,suburban,0,0,60+,0,very_high
44,F,14221,urban,0,0,41-60,0,medium
97,M,14272,urban,1,0,60+,1,medium
76,F,15963,urban,1,0,60+,1,medium
22,M,23823,urban,0,0,16-25,0,high
65,F,6899,urban,2,0,60+,2,low
73,M,13421,suburban,0,0,60+,0,medium
18,M,18233,urban,1,0,16-25,1,medium
58,M,23298,rural,0,0,41-60,0,high
31,M,15899,urban,0,0,26-40,0,medium
56,M,10773,urban,0,1,41-60,1,medium
42,M,11398,urban,0,0,41-60,0,medium
81,F,9245,suburban,2,0,60+,2,low
18,F,10485,suburban,0,0,16-25,0,medium
49,M,17596,urban,0,0,41-60,0,medium
54,F,19762,urban,0,0,41-60,0,medium
38,F,21602,suburban,0,0,26-40,0,high
29,F,27404,rural,0,0,26-40,0,high
53,M,18841,rural,1,0,41-60,1,medium
56,M,15826,suburban,0,0,41-60,0,medium
45,F,8588,urban,0,0,41-60,0,low
29,F,19552,suburban,1,0,26-40,1,medium
64,M,17281,urban,0,0,60+,0,medium
76,F,20616,rural,1,0,60+,1,high
57,M,11849,urban,0,0,41-60,0,medium
73,M,19876,suburban,0,0,60+,0,medium
28,M,18315,urban,0,0,26-40,0,medium
18,M,21906,rural,0,0,16-25,0,high
30,F,14878,urban,0,0,26-40,0,medium
40,M,23079,rural,0,0,26-40,0,high
49,M,20594,suburban,0,2,41-60,2,high
95,F,18955,suburban,0,0,60+,0,medium
40,M,24301,suburban,0,0,26-40,0,high
55,M,13937,suburban,0,0,41-60,0,medium
18,M,13381,urban,1,1,16-25,2,medium
71,M,23115,suburban,0,0,60+,0,high
72,M,16601,urban,1,0,60+,1,medium
51,M,9312,urban,0,1,41-60,1,low
61,F,8522,urban,0,0,60+,0,low
64,M,17886,suburban,0,0,60+,0,medium
43,F,6159,urban,0,0,41-60,0,low
83,M,22128,suburban,1,0,60+,1,high
67,F,11262,suburban,0,0,60+,0,medium
67,M,15127,urban,1,0,60+,1,medium
22,F,19625,urban,0,1,16-25,1,medium
24,M,25948,suburban,0,0,16-25,0,high
61,F,14567,suburban,2,0,60+,2,medium
24,M,20437,urban,0,0,16-25,0,high
25,F,24441,suburban,1,0,16-25,1,high
47,M,23002,suburban,2,0,41-60,2,high
69,M,7539,suburban,0,0,60+,0,low
76,F,23561,rural,0,0,60+,0,high
43,F,12111,urban,1,0,41-60,1,medium
38,F,16126,rural,1,0,26-40,1,medium
60,M,10264,urban,0,0,41-60,0,medium
29,M,16853,urban,0,0,26-40,0,medium
50,M,20856,urban,0,0,41-60,0,high
47,F,9897,urban,0,0,41-60,0,low
71,M,15215,rural,1,0,60+,1,medium
20,M,9128,suburban,0,0,16-25,0,low
66,M,11110,suburban,0,0,60+,0,medium
66,M,18848,urban,1,1,60+,2,medium
61,F,21488,rural,1,0,60+,1,high
76,M,20570,rural,0,1,60+,1,high
68,M,8250,urban,1,0,60+,1,low
63,M,24102,urban,0,0,60+,0,high
74,M,14508,urban,0,0,60+,0,medium
28,M,8918,urban,1,0,26-40,1,low
74,F,13292,urban,0,0,60+,0,medium
21,F,15720,urban,0,0,16-25,0,medium
69,F,12274,urban,0,0,60+,0,medium
41,M,10811,urban,0,0,41-60,0,medium
57,M,12457,urban,0,1,41-60,1,medium
33,M,21111,rural,1,0,26-40,1,high
77,M,20062,suburban,0,0,60+,0,high
52,F,31309,suburban,0,0,41-60,0,very_high
38,F,5220,suburban,0,0,26-40,0,low
65,M,17795,urban,0,0,60+,0,medium
22,F,36365,rural,1,0,16-25,1,very_high
